examen	archivo	n	tema	ubicacion	enunciado_completo_extraido
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	6	Java	Pregunta 6	¿Cuál de las siguientes líneas de código utiliza correctamente un método de la clase String para reemplazar todas las apariciones del carácter 'a' por 'e' en una cadena dada en Java?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	7	APX	Pregunta 7	APX proporciona a las aplicaciones las utilidades para ejecutar una consulta solo a base de datos relacional. Seleccione una:
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	8	Java	Pregunta 8	¿Cuáles de las siguientes son formas válidas de inicializar una variable booleana en Java?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	9	Herramientas/general	Pregunta 9	¿Cuál es el propósito principal del archivo pom.xml en un proyecto Maven?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	10	APX	Pregunta 10	¿Qué es un Job en el contexto de Spring Batch?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	11	Java	Pregunta 11	En Java, ¿qué sintaxis es usada para declarar un parámetro en un método que acepte un número variable de argumentos?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	12	APX	Pregunta 12	¿Cuál de los siguientes componentes de APX encapsula la lógica empresarial y el acceso a los datos, además publica su interfaz para que pueda ser usada por terceros?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	13	Java	Pregunta 13	¿Cuál de las siguientes afirmaciones describe con precisión las relaciones que pueden existir entre clases en Java?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	14	Herramientas/general	Pregunta 14	¿Cuál es el comando en Windows para listar el contenido de un directorio/carpeta?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	15	Java	Pregunta 15	¿Cuáles son los modificadores que puede tener una clase anidada en Java?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	16	APX	Pregunta 16	¿Cuales son las herramientas necesarias para desarrollar componentes en APX?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	17	Herramientas/general	Pregunta 17	¿Cuál de las siguientes opciones se utiliza principalmente para la integración continua en el desarrollo del sofware?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	18	APX	Pregunta 18	Todo el acceso a los datos debe estar encapsulado en una transacción para facilitar la reutilización y control de acceso
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	19	Herramientas/general	Pregunta 19	¿Cuál de las siguientes ramas en Gitflow se utiliza para aplicar correcciones rápidas directamente en producción?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	20	APX	Pregunta 20	Una transacción APX es la unidad aplicativa que se ejecutará en APX Batch. Seleccione una:
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	21	Java	Pregunta 21	¿Cuál es la función principal del JDK (Java Development Kit)?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	22	APX	Pregunta 22	¿Cuál es el propósito del método setSeverity() en el manejo de una transacción APX?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	23	Java	Pregunta 23	¿Cuál de los siguientes paquetes en Java no necesitan ser importados explícitamente en un programa Java?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	24	Java	Pregunta 24	¿Cuál de las siguientes afirmaciones describe correctamente un objeto inmutable en Java?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	25	Java	Pregunta 25	¿Cuando se asigna un byte a un carácter en Java, ¿cuál es el tipo de resultado?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	26	Java	Pregunta 26	¿Cuáles dos opciones son verdaderas sobre el constructor por defecto?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	27	APX	Pregunta 27	¿Cuál es la nomenclatura correcta para un componente de tipo librería?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	28	Herramientas/general	Pregunta 28	¿Qué archivo se utiliza para configurar la configuración específica del usuario en Maven?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	29	Herramientas/general	Pregunta 29	¿Qué significa que un cambio en el software sea retrocompatible?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	30	Java	Pregunta 30	¿Qué declaraciones inicializan correctamente una variable booleana en Java?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	31	APX	Pregunta 31	En APX CLI, ¿cual opcion permite crear un proyecto Maven con una unidad de despliegue de tipo librería?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	32	APX	Pregunta 32	¿Cuál de las siguientes afirmaciones describe mejor un Step en el contexto de Spring Batch?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	33	APX	Pregunta 33	¿Qué es ENTORNO LOCAL APX?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	34	Java	Pregunta 34	¿Cuál de las siguientes declaraciones de clase no es correcta?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	35	Java	Pregunta 35	¿Qué método en java.lang.Object debe ser sobrescrito si se sobrescribe el método hashCode()?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	36	Herramientas/general	Pregunta 36	¿Cuál es el comando en Bash para cambiar el directorio actual a uno especificado?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	37	Java	Pregunta 37	¿Cuáles tres de las siguientes opciones se consideran malas prácticas en el desarrollo de software en Java?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	38	Java	Pregunta 38	¿Qué clase puede proveer las siguientes capacidades?: no permitir valores duplicados, mantener el orden en el cual los elementos fueron insertados, proveer iteración rápida y acceso aleatorio eficiente.
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	39	APX	Pregunta 39	¿Cuál de las siguientes opciones es verdadera acerca de Spring Batch?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	40	APX	Pregunta 40	¿Cuál de las siguientes opciones representa un antipatrón relacionado con el uso de Binary Large Object (BLOB) en el desarrollo de software?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	41	APX	Pregunta 41	Todo el acceso a los datos debe estar encapsulado en una biblioteca para facilitar la reutilización y el control de acceso
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	42	Java	Pregunta 42	¿Cuál es la característica que comparten Array y Arraylist?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	43	Herramientas/general	Pregunta 43	¿Cuál de las siguientes opciones es una herramienta de comprensión y gestión de proyectos basada en el concepto de modelo de objetos de proyecto (POM)?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	44	Herramientas/general	Pregunta 44	En el contexto de Maven. ¿Cuál es la función principal del archivo settings.xml?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	45	Java	Pregunta 45	¿Cuál de las siguientes afirmaciones sobre la palabra clave throw es verdadera?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	1	APX	Pregunta 1 · sección APX	¿Que causa no corresponde al antipatron Contenedor Magico?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	2	APX	Pregunta 2 · sección APX	¿Quién es el responsable de iniciar un Job?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	3	APX	Pregunta 3 · sección APX	Selecciona las tres respuestas que describen las mejores practicas establecidas para acceder a Datos
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	4	APX	Pregunta 4 · sección APX	Las partes de un campo variable definidos por la cadena NMM son:
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	5	APX	Pregunta 5 · sección APX	El objeto ______ no debe manejarse directamente. No debe crear instancias , abrir o cerrar explicitamente conexiones a la base de datos
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	6	APX	Pregunta 6 · sección APX	¿Cuál es el prefijo que debe utilizarse en la nomenclatura de los métodos que exponen las librerías para ser consumidos?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	7	APX	Pregunta 7 · sección APX	Para garantizar el comportamiento transaccional de APX, la arquitectura se basa en el estándar ____, por lo que los recursos administrados dentro de la transacción deben ser del tipo XA.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	8	APX	Pregunta 8 · sección APX	En las consultas a BBDD debe usar variables _______ para no afectar el rendimiento de la base de datos
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	9	APX	Pregunta 9 · sección APX	En un Batch, ¿Cual es el step donde el desarrollador introducirá la logica empresarial necesaria?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	10	APX	Pregunta 10 · sección APX	El identificador unico para la ejecución de transacciones/Job se genera automaticamente como ultimo paso cuando se invoca las transacciones en linea/Batch. El resultado de la transaccion se puede propagar para la correlación en las otras capas.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	11	Herramientas/general	Pregunta 11 · sección APX	Un ______ proporciona una solución a un problema de diseño. Debe cumplir con diferentes características, como la efectividad al resolver problemas similares en ocasiones anteriores. Por lo tanto, debe de ser re-utilizable, es decir, aplicable a diferentes problemas en diferentes circunstancias.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	12	APX	Pregunta 12 · sección APX	Para enviar un aviso desde una biblioteca o desde la transacción, cualquiera que sea el tipo, el método utilizado es ________.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	13	APX	Pregunta 13 · sección APX	Cualquier documento utilizado (.dll, .txt, etc.) se almacenará en el sistema de archivos compartidos del nodo Batch (generalmente ____________ ) y luego se eliminará periódicamente.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	14	APX	Pregunta 14 · sección APX	Los componentes de seguridad lógica que dan servicio a la arquitectura no están acoplados a la Arquitectura APX.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	15	APX	Pregunta 15 · sección APX	La información utilizada en la lógica de negocio de la transacción debe incluirse en ______.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	16	APX	Pregunta 16 · sección APX	¿Cuál definición de APX es incorrecta?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	17	APX	Pregunta 17 · sección APX	Las utilidades APX implementadas tanto para la arquitectura Online como para la arquitectura Batch son:
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	18	APX	Pregunta 18 · sección APX	De la lista siguiente marca 2 funcionalidades de servicios persistencia incluidas en APX
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	19	APX	Pregunta 19 · sección APX	De la lista siguiente marca 2 funcionalidades de servicios conectores incluidos en APX
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	20	APX	Pregunta 20 · sección APX	Patrones de diseño en APX
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	21	APX	Pregunta 21 · sección APX	En primer lugar, APX recibe la solicitud en uno de los protocolos físicos que admite (HTTP, JMS, REST,). Luego, crea un identificador único para la ________ y valide si los encabezados de solicitud están bien formateados de acuerdo con el protocolo lógico definido por Arquitectura
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	22	APX	Pregunta 22 · sección APX	¿Cuáles son los campos que definen a una transacción en APX?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	23	APX	Pregunta 23 · sección APX	¿Cuáles son los protocolos físicos disponibles en APX Online? Selecciona 2
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	24	APX	Pregunta 24 · sección APX	Este tipo de paginación es el que establece Arquitectura y Calidad como el más eficiente, tanto en consumo de recursos como en el tiempo de proceso para la consecución de la información, lo que redunda en un menor tiempo de espera por parte del usuario final.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	25	APX	Pregunta 25 · sección APX	Este patrón suele representarse como una única librería que contiene la mayoría de la funcionalidad y que otras librerías utilizan incorrectamente de apoyo. La clave del problema es que puede contener un porcentaje muy elevado de responsabilidades dentro de la solución a diseñar
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	26	APX	Pregunta 26 · sección APX	¿Cómo solucionamos un Blob?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	27	APX	Pregunta 27 · sección APX	Selecciona dos aplicaciones que justifican el uso del patrón Data Transfer Object (DTO) es obligatorio cuando:
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	28	APX	Pregunta 28 · sección APX	Este patrón suele representarse en una librería que contiene un solo método “execute” con parámetros que actúan como filtros y que engloba diversas funcionalidades dispares en función de sus parámetros de entrada
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	29	APX	Pregunta 29 · sección APX	¿Qué causas no corresponden al patrón Contenedor Mágico?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	30	APX	Pregunta 30 · sección APX	La aplicación de este anti patrón de diseño en los desarrollos, causará la búsqueda y análisis de una mejor solución a un problema por medio de reingeniería
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	31	APX	Pregunta 31 · sección APX	¿Qué nivel de profundidad es permitido al realizar invocaciones de librería a librería?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	32	APX	Pregunta 32 · sección APX	¿Cuál es el número máximo de librerías a invocar desde una transacción o librería?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	33	APX	Pregunta 33 · sección APX	No puede incluir _______ o etiquetas similares. Estas anotaciones no reciben errores ni advertencias en el compilador en el momento de la compilación.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	34	APX	Pregunta 34 · sección APX	Está prohibido poner las siguientes anotaciones de primavera en las clases de implementación de las bibliotecas APX: @Component, @Service, @Controller y @Repository, porque estas anotaciones causan conflictos en la resolución de classpath del paquete de la biblioteca y tienen el efecto de que la biblioteca no expone su servicio OSGI.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	35	APX	Pregunta 35 · sección APX	Niveles de Logs más comunes dentro de APX
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	36	APX	Pregunta 36 · sección APX	Para información de muy bajo nivel, solo útil para depurar la aplicación tanto en el desarrollo como en el análisis de incidentes ¿A qué tipo de nivel de Log se refiere?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	37	APX	Pregunta 37 · sección APX	Este nivel de Log tiene las siguientes características: -Paradas e inicios de servicios y sistemas. -Parámetros críticos o relevantes de configuración. -Inicio y fin de transacciones y operaciones completas. -Cambios del estado de las operaciones
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	38	APX	Pregunta 38 · sección APX	DEBUG, sirve para información de muy bajo nivel solo útil para el debug de la aplicación, tanto en el desarrollo como en el análisis de incidencias -Paradas y arranques de servicios y sistemas -Parámetros críticos o relevantes de configuración -Comienzo y fin de transacciones y operaciones completas -Cambios de estado de operaciones
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	39	APX	Pregunta 39 · sección APX	WARN, son situaciones que impiden la ejecución correcta de una operación o transacción, pero sin afectar a otras operaciones o transacciones (error aislado o contenido)
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	40	APX	Pregunta 40 · sección APX	ERROR, información de situaciones, que aún sin ser de error, si son anómalas o no previstas, aunque el aplicativo tiene alternativas para solventarlas
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	41	APX	Pregunta 41 · sección APX	INFO, información de nivel superior que permita hacer un seguimiento de la ejecución normal
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	42	APX	Pregunta 42 · sección APX	Las partes de un campo variable definidos por la cadena _$NMM$ son:
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	43	APX	Pregunta 43 · sección APX	_________ fue creada para brindar una herramienta a los desarrolladores y administradores del entorno para gestionar las operaciones en la plataforma
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	44	APX	Pregunta 44 · sección APX	La comunicación de APX a otros servicios NO APX se realiza UNICAMENTE a través de la utilidad APX _______
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	45	APX	Pregunta 45 · sección APX	No está permitido generar _________ para escribir de Logs. Tampoco se permite la escritura por ______, debe ser la arquitectura quien los escriba.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	46	APX	Pregunta 46 · sección APX	¿Cuáles son los protocolos lógicos disponibles en APX? Selecciona 2
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	47	APX	Pregunta 47 · sección APX	¿Cuáles son las acciones posteriores a la ejecución de la lógica de negocio en la capa de Arquitectura de control?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	48	APX	Pregunta 48 · sección APX	Selecciona las únicas excepciones que pueden ser capturadas y administradas por las aplicaciones, típicas de APX:
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	49	APX	Pregunta 49 · sección APX	¿Cuáles son los dos tipos de step que existen en Batch APX?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	50	APX	Pregunta 50 · sección APX	Agrega un campo de entrada obligatorio. Agregue un campo de salida. Modifique el tipo de un campo de entrada o salida existente. Son características de un cambio…
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	51	APX	Pregunta 51 · sección APX	Es obligatorio que los DTOs se implementen dentro de un….
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	52	APX	Pregunta 52 · sección APX	Las dependencias circulares son permitidas…
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	53	APX	Pregunta 53 · sección APX	El multiproceso no debe usarse en APX Batch ¿Que se puede hacer como opción?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	54	APX	Pregunta 54 · sección APX	Excepción de Spring permitida
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	55	APX	Pregunta 55 · sección APX	Diferencias entre Las invocaciones de APX Batch e invocaciones de APX Online
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	56	APX	Pregunta 56 · sección APX	APX, ¿Qué es Escritura ROP?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	57	APX	Pregunta 57 · sección APX	En caso de que una transacción deba invocar a otra, solo se puede realizar de forma...
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	58	APX	Pregunta 58 · sección APX	Capacidades de APX
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	59	APX	Pregunta 59 · sección APX	¿Qué característica NO pertenece al BATCH?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	60	APX	Pregunta 60 · sección APX	Existe un API de código de barras
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	61	APX	Pregunta 61 · sección APX	NO se deben utilizar sentencias que incluyan atributos o acciones específicas de un administrador de base de datos en particular, como lo es...
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	62	APX	Pregunta 62 · sección APX	¿Qué es un Chunk?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	63	Java	Pregunta 63 · sección JAVA	Which three are bad practices?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	64	Java	Pregunta 64 · sección JAVA	Indica a JUnit que la propiedad que usa esta anotación es una simulación y, por lo tanto, se inicializa como tal y es susceptible de ser inyectada por @InjectMocks.
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	65	Java	Pregunta 65 · sección JAVA	[código en imagen] opciones: a) 3false3 | b) 3false1 | c) 2false1 | d) 3true1 | e) 2true3
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	66	Java	Pregunta 66 · sección JAVA	Which two statments are true?
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	67	Java	Pregunta 67 · sección JAVA	[código en imagen] opciones: a) Gamma gamma | b) Beta beta | c) Alpha beta | d) Compilation fails
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	68	Java	Pregunta 68 · sección JAVA	Which five methods, inserted independiently at line 5, will compile? (Choose five) [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	69	Java	Pregunta 69 · sección JAVA	[código en imagen] opciones: a) Change line 2 to: public int a; | b) Change line 13 to: public Sub(){ super(5);} | c) Change line 2 to: protected int a; | d) Change line 13 to: public Sub(){ this(5);} | e) Change line 13 to: public Sub(){ super(a);}
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	70	Java	Pregunta 70 · sección JAVA	Whats is true about the class Wow? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	71	Java	Pregunta 71 · sección JAVA	What is the result? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	72	Java	Pregunta 72 · sección JAVA	What is printed out when the program is excuted? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	73	Java	Pregunta 73 · sección JAVA	What is the result? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	74	Java	Pregunta 74 · sección JAVA	What is the result? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	75	Java	Pregunta 75 · sección JAVA	What is the result? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	76	Java	Pregunta 76 · sección JAVA	What is the result? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	77	Java	Pregunta 77 · sección JAVA	Which statement is true? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	78	Herramientas/general	Pregunta 78 · sección JAVA	The SINGLETON pattern allows:
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	79	Java	Pregunta 79 · sección JAVA	What is the result? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	80	Java	Pregunta 80 · sección JAVA	What is the result? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	81	Java	Pregunta 81 · sección JAVA	Which three implementations are valid? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	82	Java	Pregunta 82 · sección JAVA	What is the result? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	83	Java	Pregunta 83 · sección JAVA	What value of x, y, z will produce the following result? 1234,1234,1234 -----, 1234, ------ [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	84	Java	Pregunta 84 · sección JAVA	Which three lines will compile and output "Right on!"? [IMG]
07 - Diagnóstico APX 5.docx	apx/examenes/07 - Diagnóstico APX 5.docx	85	Java	Pregunta 85 · sección JAVA	What is the result? [IMG]
01 - Quiz APX.docx	java/01 - Quiz APX.docx	1	Herramientas/general	Pregunta 1	¿Para qué sirve el patrón de diseño Command?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	2	Java	Pregunta 2	¿Para qué sirve la palabra clave throw en Java?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	3	Java	Pregunta 3	¿Qué paquete está importado por defecto en Java?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	4	Java	Pregunta 4 · código en imagen	¿Qué imprime este bucle?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	5	Java	Pregunta 5 · código en imagen	¿Qué imprime este código?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	6	Java	Pregunta 6 · código en imagen	¿Qué imprime este código de matriz?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	7	Java	Pregunta 7 · código en imagen	¿Qué imprime este código?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	8	Java	Pregunta 8 · código en imagen	¿Qué imprime este programa de herencia?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	9	Java	Pregunta 9 · código en imagen	Dado el siguiente código ¿cuál es el resultado?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	10	Herramientas/general	Pregunta 10	¿Cuál es el comando Maven que compila el proyecto pero no instala?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	11	Herramientas/general	Pregunta 11	¿Cuál es el comando Bash para copiar archivos?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	12	Herramientas/general	Pregunta 12	¿Cuál es la rama principal en GitFlow para subir cambios a producción?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	13	Herramientas/general	Pregunta 13	¿Qué patrón asegura una única instancia de una clase?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	14	APX	Pregunta 14	14. ¿Cuál de las siguientes describe a Spring Batch?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	15	Herramientas/general	Pregunta 15	¿Cuál es la utilidad de las bases de datos relacionales?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	16	Herramientas/general	Pregunta 16	¿Qué herramienta analiza vulnerabilidades en código?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	17	Herramientas/general	Pregunta 17	¿Qué herramienta sirve para seguimiento ágil de proyectos?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	18	APX	Pregunta 18	¿Un componente UUAAT000-00-MX.xml en que carpeta se genera?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	19	APX	Pregunta 19	Una transacción APX es la unidad aplicativa que se ejecutará en APX Batch.
01 - Quiz APX.docx	java/01 - Quiz APX.docx	20	APX	Pregunta 20	Fue creada para dar a desarrolladores y administradores una herramienta para gestionar operaciones en la plataforma:
01 - Quiz APX.docx	java/01 - Quiz APX.docx	21	APX	Pregunta 21	¿Cuál es la afirmación correcta sobre APX Operation Console?
01 - Quiz APX.docx	java/01 - Quiz APX.docx	22	APX	Pregunta 22	¿Cuándo un cambio en una transacción no es retrocompatible?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	1	Java	Pregunta 1 · código en imagen	¿Cuál es el resultado del siguiente código?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	2	Java	Pregunta 2	El API estándar para acceder a bases de datos en Java es:
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	3	Java	Pregunta 3	En Java, la diferencia entre throws y throw es:
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	4	Java	Pregunta 4 · código en imagen	¿Cuál es la mejor manera de comprobar que los valores de h1 y h2 son iguales?
